sentence	lemma
In the northern city of Mosul , hospital officials said two people were killed when a bomb exploded prematurely in the car they were driving on a suicide mission .	in the northern city of Mosul , hospital official say two people be kill when a bomb explode prematurely in the car they be drive on a suicide mission .
After disappearing from her home , Wilbanks , a Gainesville native , traveled to Las Vegas by bus and then to Albuquerque , N.M. , where she called authorities with a story about having been abducted .	after disappear from she home , Wilbanks , a Gainesville native , travel to Las Vegas by bus and then to Albuquerque , N.M. , where she call authority with a story about have be abduct .
This was not what I was supposed to be doing .	this be not what I be suppose to be do .
Before the merger , there were had 50 branches and about 500 employees in Maine .	before the merger , there be have 50 branch and about 500 employee in Maine .
The Black Sox will step up in competition this coming weekend when they play in the Memorial National Tournament at Memphis , Tenn. , beginning Saturday .	the Black Sox will step up in competition this come weekend when they play in the Memorial National Tournament at Memphis , Tenn. , begin Saturday .
West Indies struggled to penetrate on a sound batting pitch and captain Shivnarine Chanderpaul 's field placings were invariably defensive .	West Indies struggle to penetrate on a sound batting pitch and captain Shivnarine Chanderpaul 's field placing be invariably defensive .
You will be responsible for the outcome .	you will be responsible for the outcome .
However , he allowed three runs and walked five .	however , he allow three run and walk five .
"I am like , I have never heard of that before . """	"I be like , I have never hear of that before . """
This is my senior year , the last tournament I 'll ever play in high school .	this be my senior year , the last tournament I will ever play in high school .
Freedom is n't free - it requires a large donation .	freedom be not free - it require a large donation .
But she dreamed of a better life for her child .	but she dream of a better life for she child .
I was disappointed , Kosciusko County Prosecutor Steven Hearn said Thursday .	I be disappointed , Kosciusko County Prosecutor Steven Hearn say Thursday .
Kaplan says that each of Puck 's partners are involved with a charity of their own choosing .	Kaplan say that each of Puck 's partner be involved with a charity of they own choose .
Pakistan Foreign Minister Khurshid Mehmood Kasuri and Information Minister Sheikh Rashid Ahmed were among those who accompanied the President at the Dargah .	Pakistan foreign Minister Khurshid Mehmood Kasuri and information Minister Sheikh Rashid Ahmed be among those who accompany the President at the Dargah .
Psychologists have long said there are seven stages of grief .	psychologist have long say there be seven stage of grief .
An independently organized group , with a low profile and good connections in Yangon , could carry out such attacks , he speculated .	a independently organize group , with a low profile and good connection in Yangon , could carry out such attack , he speculate .
But he was urged to come back one more time by chairman Hootie Johnson a few weeks after the drowning death of his 17 - month - old grandson .	but he be urge to come back one more time by chairman Hootie Johnson a few week after the drowning death of he 17 - month - old grandson .
"However , Lebanon has always rejected this issue under the justification that army troops can not be deployed in areas close to , or face to face with , the enemy , "" he added ."	"however , Lebanon have always reject this issue under the justification that army troops can not be deploy in area close to , or face to face with , the enemy , "" he add ."
School visits , assessment tests and parent meetings are among transition activities done throughout the school year that educators say help little ones become accustomed to moving on to the big school .	school visit , assessment test and parent meeting be among transition activity do throughout the school year that educator say help little one become accustomed to move on to the big school .
Clark chipped in 24 points with three second place finishes .	Clark chip in 24 point with three second place finish .
Kohn said international investors will eventually look for a better return on their dollar investments , boosting U.S. borrowing costs , and home price appreciation will reach a plateau , forcing households to boost their savings to prepare for retirement .	Kohn say international investor will eventually look for a better return on they dollar investment , boost U.S. borrowing cost , and home price appreciation will reach a plateau , force household to boost they savings to prepare for retirement .
