word	lemma
Remarkably, the precedent overruled had been made only a year before but it criticised by several academic lawyers.	remarkably, the precedent overrule have be make only a year before but it criticise by several academic lawyer.
Remote memory phonecards are in essence text; requiring an access number, a unique PIN and instructions.	remote memory phonecard be in essence text; require a access number, a unique pin and instruction.
Removal of the ICD allows game to use default OpenGL system library.	removal of the icd allow game to use default opengl system library.
Renewed focus on process technology like the Biourja model citation has enhanced stature of medium and large scale anaerobic digester in India as a potential alternative to LPG primary cooking fuel.	renew focus on process technology like the Biourja model citation have enhance stature of medium and large scale anaerobic digester in India as a potential alternative to LPG primary cooking fuel.
Renton held the post from 1994 to 1998 and Forster 1999 2003.	Renton hold the post from 1994 to 1998 and Forster 1999 2003.
Replicas The surroundings of the Manneken Pis, giving an idea its size.	replica the surroundings of the Manneken Pis, give a idea its size.
Reports of the death varied.	report of the death varied.
Representation in other media Documentary* The documentary Lousy Little Sixpence( 1983) was the first film to deal with Stolen Generations.	representation in other media documentary* the documentary Lousy Little Sixpence( 1983) be the first film to deal with Stolen Generations.
Representatives from the French Société were present, though not Broca.	Representatives from the French Société be present, though not Broca.
Reproduction The Quillback reproduces once yearly, typically in late spring or early summer.	reproduction the Quillback reproduce once yearly, typically in late spring or early summer.
Requirements for individual components, such as hardware cables connectors and closures shall take into consideration the structure to which they are attached.	requirement for individual component, such as hardware cable connector and closure shall take into consideration the structure to which they be attach.
Research and production took place at more than 30 sites across the United States, Kingdom Canada.	Research and production take place at more than 30 site across the United States, Kingdom Canada.
Research Clinical Center– Building 10 NIH devotes% of its funding to research within own facilities( intramural).	Research Clinical Center- Building 10 NIH devote% of its funding to research within own facility( intramural).
Researchers disagree about the nature of distress and impairment in people with GID.	researcher disagree about the nature of distress and impairment in people with gid.
Research in discrete mathematics increased the latter half of twentieth century partly due to development digital computers which operate steps and store data bits.	Research in discrete mathematics increase the latter half of twentieth century partly due to development digital computer which operate step and store data bit.
